Partno,Judgment,Word Pair,Judged Value,Recall
95,Thematic,Orange...Tangerine,50,1
96,Thematic,Orange...Tangerine,90,0
97,Thematic,Orange...Tangerine,80,0
98,Thematic,Orange...Tangerine,NA,NA
99,Thematic,Orange...Tangerine,NA,0
100,Thematic,Orange...Tangerine,50,1
101,Thematic,Orange...Tangerine,50,1
102,Thematic,Orange...Tangerine,70,1
103,Thematic,Orange...Tangerine,52,NA
104,Thematic,Orange...Tangerine,50,0
105,Thematic,Orange...Tangerine,15,1
106,Thematic,Orange...Tangerine,85,0
107,Thematic,Orange...Tangerine,30,0
108,Thematic,Orange...Tangerine,15,0
109,Thematic,Orange...Tangerine,70,0
110,Thematic,Orange...Tangerine,60,1
111,Thematic,Orange...Tangerine,50,1
112,Thematic,Orange...Tangerine,90,1
113,Thematic,Orange...Tangerine,75,0
114,Thematic,Orange...Tangerine,NA,NA
115,Thematic,Orange...Tangerine,70,1
116,Thematic,Orange...Tangerine,85,1
117,Thematic,Orange...Tangerine,0,1
118,Thematic,Orange...Tangerine,99,0
119,Thematic,Orange...Tangerine,NA,1
120,Thematic,Orange...Tangerine,11,0
121,Thematic,Orange...Tangerine,100,1
122,Thematic,Orange...Tangerine,95,1
123,Thematic,Orange...Tangerine,90,1
124,Thematic,Orange...Tangerine,80,1
125,Thematic,Orange...Tangerine,70,0
126,Thematic,Orange...Tangerine,70,1
127,Thematic,Orange...Tangerine,98,1
128,Thematic,Orange...Tangerine,100,1
129,Thematic,Orange...Tangerine,0,0
130,Thematic,Orange...Tangerine,60,1
131,Thematic,Orange...Tangerine,50,1
132,Thematic,Orange...Tangerine,85,0
133,Thematic,Orange...Tangerine,80,NA
314,Thematic,Orange...Tangerine,86,0
135,Thematic,Orange...Tangerine,90,0
136,Thematic,Orange...Tangerine,70,0
137,Thematic,Orange...Tangerine,60,0
138,Thematic,Orange...Tangerine,100,0
139,Thematic,Orange...Tangerine,80,NA
140,Thematic,Orange...Tangerine,90,NA
141,Thematic,Orange...Tangerine,50,0
142,Thematic,Orange...Tangerine,90,1
143,Thematic,Orange...Tangerine,100,0
144,Thematic,Orange...Tangerine,NA,0
145,Thematic,Orange...Tangerine,65,1
146,Thematic,Orange...Tangerine,90,0
147,Semantic,Orange...Tangerine,30,1
148,Semantic,Orange...Tangerine,40,1
149,Semantic,Orange...Tangerine,100,0
150,Semantic,Orange...Tangerine,40,1
151,Semantic,Orange...Tangerine,65,NA
152,Semantic,Orange...Tangerine,78,NA
153,Semantic,Orange...Tangerine,75,1
154,Semantic,Orange...Tangerine,20,1
155,Semantic,Orange...Tangerine,NA,0
156,Semantic,Orange...Tangerine,25,1
157,Semantic,Orange...Tangerine,80,0
158,Semantic,Orange...Tangerine,70,0
159,Semantic,Orange...Tangerine,50,0
160,Semantic,Orange...Tangerine,100,0
161,Semantic,Orange...Tangerine,75,0
162,Semantic,Orange...Tangerine,45,1
163,Semantic,Orange...Tangerine,50,1
164,Semantic,Orange...Tangerine,60,1
165,Semantic,Orange...Tangerine,20,1
166,Semantic,Orange...Tangerine,90,1
167,Semantic,Orange...Tangerine,90,0
168,Semantic,Orange...Tangerine,70,0
169,Semantic,Orange...Tangerine,90,1
170,Semantic,Orange...Tangerine,100,1
171,Semantic,Orange...Tangerine,43,1
172,Semantic,Orange...Tangerine,10,1
173,Semantic,Orange...Tangerine,90,0
174,Semantic,Orange...Tangerine,30,1
175,Semantic,Orange...Tangerine,100,1
176,Semantic,Orange...Tangerine,100,1
177,Semantic,Orange...Tangerine,50,0
178,Semantic,Orange...Tangerine,70,1
179,Semantic,Orange...Tangerine,70,1
180,Semantic,Orange...Tangerine,100,0
181,Semantic,Orange...Tangerine,88,1
182,Semantic,Orange...Tangerine,100,0
183,Semantic,Orange...Tangerine,100,1
184,Semantic,Orange...Tangerine,90,0
185,Semantic,Orange...Tangerine,40,0
186,Semantic,Orange...Tangerine,80,1
187,Semantic,Orange...Tangerine,100,1
188,Semantic,Orange...Tangerine,90,1
189,Semantic,Orange...Tangerine,95,1
190,Semantic,Orange...Tangerine,90,1
191,Semantic,Orange...Tangerine,70,0
192,Semantic,Orange...Tangerine,40,0
193,Semantic,Orange...Tangerine,50,1
194,Semantic,Orange...Tangerine,100,1
195,Semantic,Orange...Tangerine,50,1
196,Semantic,Orange...Tangerine,90,1
197,Semantic,Orange...Tangerine,NA,0
198,Semantic,Orange...Tangerine,90,0
199,Semantic,Orange...Tangerine,90,1
200,Semantic,Orange...Tangerine,85,0
201,Semantic,Orange...Tangerine,45,1
202,Semantic,Orange...Tangerine,99,1
203,Semantic,Orange...Tangerine,100,0
204,Semantic,Orange...Tangerine,89,0
205,Semantic,Orange...Tangerine,50,0
206,Semantic,Orange...Tangerine,80,NA
207,Semantic,Orange...Tangerine,95,1
208,Semantic,Orange...Tangerine,70,0
209,Semantic,Orange...Tangerine,99,0
210,Semantic,Orange...Tangerine,100,1
211,Semantic,Orange...Tangerine,90,1
212,Semantic,Orange...Tangerine,10,1
213,Semantic,Orange...Tangerine,87,1
214,Semantic,Orange...Tangerine,100,1
215,Semantic,Orange...Tangerine,70,1
216,Semantic,Orange...Tangerine,100,1
217,Semantic,Orange...Tangerine,70,1
218,Semantic,Orange...Tangerine,70,0
219,Semantic,Orange...Tangerine,80,1
220,Semantic,Orange...Tangerine,75,1
221,Semantic,Orange...Tangerine,100,1
1,Associative,Basketball...Baseball,1,1
2,Associative,Basketball...Baseball,25,1
3,Associative,Basketball...Baseball,40,1
4,Associative,Basketball...Baseball,20,1
5,Associative,Basketball...Baseball,NA,NA
6,Associative,Basketball...Baseball,0,1
7,Associative,Basketball...Baseball,30,1
8,Associative,Basketball...Baseball,35,1
9,Associative,Basketball...Baseball,10,1
10,Associative,Basketball...Baseball,32,1
11,Associative,Basketball...Baseball,100,1
12,Associative,Basketball...Baseball,10,1
13,Associative,Basketball...Baseball,60,1
14,Associative,Basketball...Baseball,22,1
15,Associative,Basketball...Baseball,55,1
16,Associative,Basketball...Baseball,60,1
17,Associative,Basketball...Baseball,40,NA
18,Associative,Basketball...Baseball,50,1
19,Associative,Basketball...Baseball,50,1
20,Associative,Basketball...Baseball,45,1
21,Associative,Basketball...Baseball,60,NA
22,Associative,Basketball...Baseball,80,1
23,Associative,Basketball...Baseball,65,1
24,Associative,Basketball...Baseball,65,1
25,Associative,Basketball...Baseball,33,1
26,Associative,Basketball...Baseball,20,1
27,Associative,Basketball...Baseball,10,1
28,Associative,Basketball...Baseball,40,1
29,Associative,Basketball...Baseball,85,1
30,Associative,Basketball...Baseball,75,0
31,Associative,Basketball...Baseball,NA,1
32,Associative,Basketball...Baseball,10,1
33,Associative,Basketball...Baseball,60,1
34,Associative,Basketball...Baseball,0,1
35,Associative,Basketball...Baseball,35,1
36,Associative,Basketball...Baseball,30,1
37,Associative,Basketball...Baseball,90,1
38,Associative,Basketball...Baseball,50,0
39,Associative,Basketball...Baseball,5,1
40,Associative,Basketball...Baseball,75,1
41,Associative,Basketball...Baseball,89,1
42,Associative,Basketball...Baseball,70,1
43,Associative,Basketball...Baseball,71,1
44,Associative,Basketball...Baseball,95,0
45,Associative,Basketball...Baseball,15,1
46,Associative,Basketball...Baseball,40,1
47,Associative,Basketball...Baseball,86,0
48,Associative,Basketball...Baseball,87,1
49,Associative,Basketball...Baseball,40,1
50,Associative,Basketball...Baseball,50,1
51,Associative,Basketball...Baseball,40,1
52,Associative,Basketball...Baseball,60,1
53,Associative,Basketball...Baseball,60,NA
54,Associative,Basketball...Baseball,10,1
55,Associative,Basketball...Baseball,20,1
56,Associative,Basketball...Baseball,30,1
57,Associative,Basketball...Baseball,40,1
58,Associative,Basketball...Baseball,77,1
59,Associative,Basketball...Baseball,83,1
60,Associative,Basketball...Baseball,50,1
61,Associative,Basketball...Baseball,55,1
62,Associative,Basketball...Baseball,85,1
63,Associative,Basketball...Baseball,70,1
64,Associative,Basketball...Baseball,30,1
65,Associative,Basketball...Baseball,5,1
66,Associative,Basketball...Baseball,60,1
67,Associative,Basketball...Baseball,20,1
68,Associative,Basketball...Baseball,5,1
69,Associative,Basketball...Baseball,34,1
70,Associative,Basketball...Baseball,90,1
71,Associative,Basketball...Baseball,90,0
72,Associative,Basketball...Baseball,80,1
73,Associative,Basketball...Baseball,50,1
74,Associative,Basketball...Baseball,20,1
75,Associative,Basketball...Baseball,90,1
76,Associative,Basketball...Baseball,45,1
77,Associative,Basketball...Baseball,35,1
78,Associative,Basketball...Baseball,5,0
79,Thematic,Basketball...Baseball,30,1
80,Thematic,Basketball...Baseball,70,1
81,Thematic,Basketball...Baseball,55,1
82,Thematic,Basketball...Baseball,85,0
83,Thematic,Basketball...Baseball,10,1
84,Thematic,Basketball...Baseball,85,NA
85,Thematic,Basketball...Baseball,60,1
86,Thematic,Basketball...Baseball,NA,1
87,Thematic,Basketball...Baseball,50,1
88,Thematic,Basketball...Baseball,40,1
89,Thematic,Basketball...Baseball,50,1
90,Thematic,Basketball...Baseball,NA,NA
91,Thematic,Basketball...Baseball,85,0
92,Thematic,Basketball...Baseball,0,0
93,Thematic,Basketball...Baseball,34,1
94,Thematic,Basketball...Baseball,0,0
95,Thematic,Basketball...Baseball,20,1
96,Thematic,Basketball...Baseball,75,1
97,Thematic,Basketball...Baseball,40,0
98,Thematic,Basketball...Baseball,70,NA
99,Thematic,Basketball...Baseball,NA,0
100,Thematic,Basketball...Baseball,20,1
101,Thematic,Basketball...Baseball,25,1
102,Thematic,Basketball...Baseball,80,1
103,Thematic,Basketball...Baseball,88,NA
104,Thematic,Basketball...Baseball,45,1
105,Thematic,Basketball...Baseball,5,1
106,Thematic,Basketball...Baseball,39,1
107,Thematic,Basketball...Baseball,60,1
108,Thematic,Basketball...Baseball,10,1
109,Thematic,Basketball...Baseball,75,0
110,Thematic,Basketball...Baseball,50,1
111,Thematic,Basketball...Baseball,50,1
112,Thematic,Basketball...Baseball,90,1
113,Thematic,Basketball...Baseball,60,1
114,Thematic,Basketball...Baseball,NA,NA
115,Thematic,Basketball...Baseball,50,1
116,Thematic,Basketball...Baseball,80,1
117,Thematic,Basketball...Baseball,10,0
118,Thematic,Basketball...Baseball,40,1
119,Thematic,Basketball...Baseball,NA,0
120,Thematic,Basketball...Baseball,8,1
121,Thematic,Basketball...Baseball,60,1
122,Thematic,Basketball...Baseball,20,1
123,Thematic,Basketball...Baseball,80,1
124,Thematic,Basketball...Baseball,80,1
125,Thematic,Basketball...Baseball,80,1
126,Thematic,Basketball...Baseball,80,1
127,Thematic,Basketball...Baseball,70,1
128,Thematic,Basketball...Baseball,50,1
129,Thematic,Basketball...Baseball,0,0
130,Thematic,Basketball...Baseball,60,1
131,Thematic,Basketball...Baseball,40,1
132,Thematic,Basketball...Baseball,85,1
133,Thematic,Basketball...Baseball,70,1
314,Thematic,Basketball...Baseball,45,1
135,Thematic,Basketball...Baseball,90,0
136,Thematic,Basketball...Baseball,40,1
137,Thematic,Basketball...Baseball,80,1
138,Thematic,Basketball...Baseball,100,1
139,Thematic,Basketball...Baseball,79,NA
140,Thematic,Basketball...Baseball,80,NA
141,Thematic,Basketball...Baseball,80,1
142,Thematic,Basketball...Baseball,88,1
143,Thematic,Basketball...Baseball,100,0
144,Thematic,Basketball...Baseball,NA,NA
145,Thematic,Basketball...Baseball,65,1
146,Thematic,Basketball...Baseball,0,1
147,Semantic,Basketball...Baseball,65,1
148,Semantic,Basketball...Baseball,30,1
149,Semantic,Basketball...Baseball,50,1
150,Semantic,Basketball...Baseball,30,1
151,Semantic,Basketball...Baseball,65,NA
152,Semantic,Basketball...Baseball,78,NA
153,Semantic,Basketball...Baseball,40,1
154,Semantic,Basketball...Baseball,15,1
155,Semantic,Basketball...Baseball,NA,1
156,Semantic,Basketball...Baseball,45,1
157,Semantic,Basketball...Baseball,50,1
158,Semantic,Basketball...Baseball,95,1
159,Semantic,Basketball...Baseball,20,1
160,Semantic,Basketball...Baseball,100,1
161,Semantic,Basketball...Baseball,95,0
162,Semantic,Basketball...Baseball,70,1
163,Semantic,Basketball...Baseball,60,0
164,Semantic,Basketball...Baseball,50,1
165,Semantic,Basketball...Baseball,40,1
166,Semantic,Basketball...Baseball,100,1
167,Semantic,Basketball...Baseball,100,1
168,Semantic,Basketball...Baseball,4,0
169,Semantic,Basketball...Baseball,80,1
170,Semantic,Basketball...Baseball,75,0
171,Semantic,Basketball...Baseball,55,1
172,Semantic,Basketball...Baseball,10,1
173,Semantic,Basketball...Baseball,50,1
174,Semantic,Basketball...Baseball,20,1
175,Semantic,Basketball...Baseball,100,1
176,Semantic,Basketball...Baseball,100,1
177,Semantic,Basketball...Baseball,0,1
178,Semantic,Basketball...Baseball,80,1
179,Semantic,Basketball...Baseball,50,1
180,Semantic,Basketball...Baseball,100,0
181,Semantic,Basketball...Baseball,60,1
182,Semantic,Basketball...Baseball,100,1
183,Semantic,Basketball...Baseball,90,1
184,Semantic,Basketball...Baseball,100,0
185,Semantic,Basketball...Baseball,50,0
186,Semantic,Basketball...Baseball,70,1
187,Semantic,Basketball...Baseball,80,1
188,Semantic,Basketball...Baseball,60,1
189,Semantic,Basketball...Baseball,87,1
190,Semantic,Basketball...Baseball,80,1
191,Semantic,Basketball...Baseball,80,1
192,Semantic,Basketball...Baseball,30,1
193,Semantic,Basketball...Baseball,25,1
194,Semantic,Basketball...Baseball,95,1
195,Semantic,Basketball...Baseball,100,1
196,Semantic,Basketball...Baseball,25,1
197,Semantic,Basketball...Baseball,NA,NA
198,Semantic,Basketball...Baseball,50,1
199,Semantic,Basketball...Baseball,50,1
200,Semantic,Basketball...Baseball,75,1
201,Semantic,Basketball...Baseball,80,1
202,Semantic,Basketball...Baseball,50,1
203,Semantic,Basketball...Baseball,100,0
204,Semantic,Basketball...Baseball,86,1
205,Semantic,Basketball...Baseball,40,1
206,Semantic,Basketball...Baseball,40,NA
207,Semantic,Basketball...Baseball,80,1
208,Semantic,Basketball...Baseball,70,1
209,Semantic,Basketball...Baseball,99,1
210,Semantic,Basketball...Baseball,60,1
211,Semantic,Basketball...Baseball,75,1
212,Semantic,Basketball...Baseball,0,1
213,Semantic,Basketball...Baseball,65,1
214,Semantic,Basketball...Baseball,50,1
215,Semantic,Basketball...Baseball,70,1
216,Semantic,Basketball...Baseball,90,1
217,Semantic,Basketball...Baseball,80,1
218,Semantic,Basketball...Baseball,NA,0
219,Semantic,Basketball...Baseball,70,0
220,Semantic,Basketball...Baseball,0,1
221,Semantic,Basketball...Baseball,70,1
1,Associative,Inhale...Air,10,1
2,Associative,Inhale...Air,100,1
3,Associative,Inhale...Air,50,1
4,Associative,Inhale...Air,50,1
5,Associative,Inhale...Air,NA,NA
6,Associative,Inhale...Air,5,1
7,Associative,Inhale...Air,35,1
8,Associative,Inhale...Air,10,1
9,Associative,Inhale...Air,20,1
10,Associative,Inhale...Air,25,NA
11,Associative,Inhale...Air,70,1
12,Associative,Inhale...Air,40,1
13,Associative,Inhale...Air,50,1
14,Associative,Inhale...Air,30,1
15,Associative,Inhale...Air,35,1
16,Associative,Inhale...Air,80,1
17,Associative,Inhale...Air,50,NA
18,Associative,Inhale...Air,20,1
19,Associative,Inhale...Air,40,1
20,Associative,Inhale...Air,25,1
21,Associative,Inhale...Air,40,NA
22,Associative,Inhale...Air,65,1
23,Associative,Inhale...Air,45,1
24,Associative,Inhale...Air,70,1
25,Associative,Inhale...Air,24,1
26,Associative,Inhale...Air,15,1
27,Associative,Inhale...Air,55,1
28,Associative,Inhale...Air,30,1
29,Associative,Inhale...Air,20,1
30,Associative,Inhale...Air,75,1
31,Associative,Inhale...Air,NA,1
32,Associative,Inhale...Air,90,1
33,Associative,Inhale...Air,40,1
34,Associative,Inhale...Air,25,1
35,Associative,Inhale...Air,60,1
36,Associative,Inhale...Air,70,1
37,Associative,Inhale...Air,90,1
38,Associative,Inhale...Air,100,1
39,Associative,Inhale...Air,0,1
40,Associative,Inhale...Air,30,1
41,Associative,Inhale...Air,45,1
42,Associative,Inhale...Air,50,1
43,Associative,Inhale...Air,65,1
44,Associative,Inhale...Air,0,1
45,Associative,Inhale...Air,10,1
46,Associative,Inhale...Air,40,1
47,Associative,Inhale...Air,73,1
48,Associative,Inhale...Air,90,1
49,Associative,Inhale...Air,60,1
50,Associative,Inhale...Air,40,1
51,Associative,Inhale...Air,70,0
52,Associative,Inhale...Air,NA,1
53,Associative,Inhale...Air,60,1
54,Associative,Inhale...Air,5,1
55,Associative,Inhale...Air,40,1
56,Associative,Inhale...Air,15,1
57,Associative,Inhale...Air,20,1
58,Associative,Inhale...Air,84,1
59,Associative,Inhale...Air,79,1
60,Associative,Inhale...Air,20,1
61,Associative,Inhale...Air,50,1
62,Associative,Inhale...Air,65,1
63,Associative,Inhale...Air,50,1
64,Associative,Inhale...Air,45,1
65,Associative,Inhale...Air,80,1
66,Associative,Inhale...Air,60,1
67,Associative,Inhale...Air,20,1
68,Associative,Inhale...Air,30,1
69,Associative,Inhale...Air,34,1
70,Associative,Inhale...Air,95,1
71,Associative,Inhale...Air,90,1
72,Associative,Inhale...Air,20,0
73,Associative,Inhale...Air,50,1
74,Associative,Inhale...Air,56,1
75,Associative,Inhale...Air,98,1
76,Associative,Inhale...Air,45,0
77,Associative,Inhale...Air,30,1
78,Associative,Inhale...Air,10,1
79,Thematic,Inhale...Air,27,1
80,Thematic,Inhale...Air,85,1
81,Thematic,Inhale...Air,40,0
82,Thematic,Inhale...Air,45,0
83,Thematic,Inhale...Air,70,1
84,Thematic,Inhale...Air,95,NA
85,Thematic,Inhale...Air,70,1
86,Thematic,Inhale...Air,NA,1
87,Thematic,Inhale...Air,90,1
88,Thematic,Inhale...Air,60,1
89,Thematic,Inhale...Air,90,1
90,Thematic,Inhale...Air,NA,NA
91,Thematic,Inhale...Air,45,1
92,Thematic,Inhale...Air,98,0
93,Thematic,Inhale...Air,30,1
94,Thematic,Inhale...Air,100,1
95,Thematic,Inhale...Air,60,1
96,Thematic,Inhale...Air,85,1
97,Thematic,Inhale...Air,80,0
98,Thematic,Inhale...Air,80,NA
99,Thematic,Inhale...Air,NA,0
100,Thematic,Inhale...Air,40,1
101,Thematic,Inhale...Air,80,1
102,Thematic,Inhale...Air,40,1
103,Thematic,Inhale...Air,60,NA
104,Thematic,Inhale...Air,79,1
105,Thematic,Inhale...Air,20,1
106,Thematic,Inhale...Air,95,1
107,Thematic,Inhale...Air,50,1
108,Thematic,Inhale...Air,80,1
109,Thematic,Inhale...Air,65,1
110,Thematic,Inhale...Air,90,1
111,Thematic,Inhale...Air,90,1
112,Thematic,Inhale...Air,90,1
113,Thematic,Inhale...Air,85,1
114,Thematic,Inhale...Air,NA,NA
115,Thematic,Inhale...Air,40,1
116,Thematic,Inhale...Air,75,1
117,Thematic,Inhale...Air,20,1
118,Thematic,Inhale...Air,40,1
119,Thematic,Inhale...Air,NA,1
120,Thematic,Inhale...Air,7,0
121,Thematic,Inhale...Air,100,1
122,Thematic,Inhale...Air,100,1
123,Thematic,Inhale...Air,70,1
124,Thematic,Inhale...Air,90,1
125,Thematic,Inhale...Air,90,1
126,Thematic,Inhale...Air,80,1
127,Thematic,Inhale...Air,75,1
128,Thematic,Inhale...Air,100,1
129,Thematic,Inhale...Air,0,1
130,Thematic,Inhale...Air,90,1
131,Thematic,Inhale...Air,35,1
132,Thematic,Inhale...Air,80,1
133,Thematic,Inhale...Air,80,1
314,Thematic,Inhale...Air,70,1
135,Thematic,Inhale...Air,80,1
136,Thematic,Inhale...Air,58,0
137,Thematic,Inhale...Air,60,0
138,Thematic,Inhale...Air,85,1
139,Thematic,Inhale...Air,89,NA
140,Thematic,Inhale...Air,90,NA
141,Thematic,Inhale...Air,80,0
142,Thematic,Inhale...Air,99,1
143,Thematic,Inhale...Air,100,1
144,Thematic,Inhale...Air,NA,1
145,Thematic,Inhale...Air,95,1
146,Thematic,Inhale...Air,90,1
147,Semantic,Inhale...Air,80,1
148,Semantic,Inhale...Air,50,1
149,Semantic,Inhale...Air,100,1
150,Semantic,Inhale...Air,80,1
151,Semantic,Inhale...Air,57,NA
152,Semantic,Inhale...Air,89,NA
153,Semantic,Inhale...Air,20,1
154,Semantic,Inhale...Air,80,1
155,Semantic,Inhale...Air,NA,1
156,Semantic,Inhale...Air,65,1
157,Semantic,Inhale...Air,45,1
158,Semantic,Inhale...Air,80,1
159,Semantic,Inhale...Air,40,1
160,Semantic,Inhale...Air,100,1
161,Semantic,Inhale...Air,90,0
162,Semantic,Inhale...Air,75,1
163,Semantic,Inhale...Air,60,NA
164,Semantic,Inhale...Air,75,1
165,Semantic,Inhale...Air,60,1
166,Semantic,Inhale...Air,100,1
167,Semantic,Inhale...Air,90,1
168,Semantic,Inhale...Air,88,NA
169,Semantic,Inhale...Air,100,1
170,Semantic,Inhale...Air,50,1
171,Semantic,Inhale...Air,25,1
172,Semantic,Inhale...Air,100,1
173,Semantic,Inhale...Air,95,1
174,Semantic,Inhale...Air,60,1
175,Semantic,Inhale...Air,100,1
176,Semantic,Inhale...Air,100,1
177,Semantic,Inhale...Air,100,1
178,Semantic,Inhale...Air,100,1
179,Semantic,Inhale...Air,80,1
180,Semantic,Inhale...Air,100,1
181,Semantic,Inhale...Air,50,1
182,Semantic,Inhale...Air,85,1
183,Semantic,Inhale...Air,85,1
184,Semantic,Inhale...Air,70,1
185,Semantic,Inhale...Air,40,0
186,Semantic,Inhale...Air,80,1
187,Semantic,Inhale...Air,50,1
188,Semantic,Inhale...Air,85,1
189,Semantic,Inhale...Air,57,1
190,Semantic,Inhale...Air,70,1
191,Semantic,Inhale...Air,70,1
192,Semantic,Inhale...Air,10,1
193,Semantic,Inhale...Air,65,1
194,Semantic,Inhale...Air,98,1
195,Semantic,Inhale...Air,100,1
196,Semantic,Inhale...Air,75,1
197,Semantic,Inhale...Air,NA,NA
198,Semantic,Inhale...Air,70,1
199,Semantic,Inhale...Air,20,1
200,Semantic,Inhale...Air,95,1
201,Semantic,Inhale...Air,87,1
202,Semantic,Inhale...Air,50,1
203,Semantic,Inhale...Air,25,1
204,Semantic,Inhale...Air,40,1
205,Semantic,Inhale...Air,80,1
206,Semantic,Inhale...Air,50,NA
207,Semantic,Inhale...Air,90,1
208,Semantic,Inhale...Air,60,1
209,Semantic,Inhale...Air,50,1
210,Semantic,Inhale...Air,70,1
211,Semantic,Inhale...Air,80,1
212,Semantic,Inhale...Air,90,1
213,Semantic,Inhale...Air,22,1
214,Semantic,Inhale...Air,100,1
215,Semantic,Inhale...Air,65,1
216,Semantic,Inhale...Air,100,1
217,Semantic,Inhale...Air,95,1
218,Semantic,Inhale...Air,100,1
219,Semantic,Inhale...Air,10,1
220,Semantic,Inhale...Air,75,1
221,Semantic,Inhale...Air,50,1
1,Semantic,Doll...Play,50,0
2,Semantic,Doll...Play,90,1
3,Semantic,Doll...Play,10,0
4,Semantic,Doll...Play,70,0
5,Semantic,Doll...Play,NA,NA
6,Semantic,Doll...Play,50,1
7,Semantic,Doll...Play,55,1
8,Semantic,Doll...Play,75,1
9,Semantic,Doll...Play,50,1
10,Semantic,Doll...Play,55,1
11,Semantic,Doll...Play,100,1
12,Semantic,Doll...Play,25,1
13,Semantic,Doll...Play,60,1
14,Semantic,Doll...Play,67,1
15,Semantic,Doll...Play,35,1
16,Semantic,Doll...Play,70,1
17,Semantic,Doll...Play,70,NA
18,Semantic,Doll...Play,75,0
