Partno,Judgment,Word Pair,Judged Value,Recall,COS,LSA,FSG,QSS.1,QCON.1,HAL.1,LogHAL.1,Subtlex.1,LogSub.1,Length.1,POS.1,Ortho.1,Phono.1,Phonemes.1,Syllables.1,Morphemes.1,AOA.1,Valence.1,Imageability.1,Familiarity.1,QCON.2,HAL.2,LogHAL.2,Subtlex.2,LogSub.2,Length.2,POS.2,Ortho.2,Phono.2,Phonemes.2,Syllables.2,Morphemes.2,AOA.2,Valence.2,Imageability.2,Familiarity.2,TSS.2,FSS.1,FSS.2,COSC.1,COSC.2
157,Semantic,Brick...Wood,20,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
158,Semantic,Brick...Wood,90,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
159,Semantic,Brick...Wood,5,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
160,Semantic,Brick...Wood,100,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
161,Semantic,Brick...Wood,55,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
162,Semantic,Brick...Wood,75,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
163,Semantic,Brick...Wood,60,NA,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
164,Semantic,Brick...Wood,20,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
165,Semantic,Brick...Wood,10,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
166,Semantic,Brick...Wood,90,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
167,Semantic,Brick...Wood,90,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
168,Semantic,Brick...Wood,58,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
169,Semantic,Brick...Wood,10,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
170,Semantic,Brick...Wood,50,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
171,Semantic,Brick...Wood,NA,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
172,Semantic,Brick...Wood,0,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
173,Semantic,Brick...Wood,40,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
174,Semantic,Brick...Wood,25,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
175,Semantic,Brick...Wood,80,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
176,Semantic,Brick...Wood,90,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
177,Semantic,Brick...Wood,50,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
178,Semantic,Brick...Wood,50,NA,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
179,Semantic,Brick...Wood,50,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
180,Semantic,Brick...Wood,50,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
181,Semantic,Brick...Wood,50,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
182,Semantic,Brick...Wood,50,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
183,Semantic,Brick...Wood,65,NA,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
184,Semantic,Brick...Wood,50,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
185,Semantic,Brick...Wood,50,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
186,Semantic,Brick...Wood,60,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
187,Semantic,Brick...Wood,25,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
188,Semantic,Brick...Wood,70,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
189,Semantic,Brick...Wood,22,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
190,Semantic,Brick...Wood,60,NA,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
191,Semantic,Brick...Wood,70,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
192,Semantic,Brick...Wood,15,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
193,Semantic,Brick...Wood,50,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
194,Semantic,Brick...Wood,90,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
195,Semantic,Brick...Wood,80,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
196,Semantic,Brick...Wood,0,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
197,Semantic,Brick...Wood,NA,NA,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
198,Semantic,Brick...Wood,70,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
199,Semantic,Brick...Wood,10,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
200,Semantic,Brick...Wood,90,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
201,Semantic,Brick...Wood,2,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
202,Semantic,Brick...Wood,50,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
203,Semantic,Brick...Wood,100,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
204,Semantic,Brick...Wood,35,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
205,Semantic,Brick...Wood,100,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
206,Semantic,Brick...Wood,90,NA,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
207,Semantic,Brick...Wood,70,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
208,Semantic,Brick...Wood,50,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
209,Semantic,Brick...Wood,99,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
210,Semantic,Brick...Wood,90,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
211,Semantic,Brick...Wood,50,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
212,Semantic,Brick...Wood,10,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
213,Semantic,Brick...Wood,33,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
214,Semantic,Brick...Wood,100,NA,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
215,Semantic,Brick...Wood,45,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
216,Semantic,Brick...Wood,80,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
217,Semantic,Brick...Wood,10,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
218,Semantic,Brick...Wood,20,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
219,Semantic,Brick...Wood,20,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
220,Semantic,Brick...Wood,25,1,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
221,Semantic,Brick...Wood,10,0,0.51298485,0.222086,0.013,14,5.97,3969,8.29,10.18,2.72,5,NN,8,23,4,1,1,6.43,4.65,5.69,6.13,5.81,24035,10.09,27,3.14,4,NN,12,18,3,1,1,4.58,5.82,5.42,6.46,26,9,7,66,51
1,Associative,Fence...Gate,60,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
2,Associative,Fence...Gate,20,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
3,Associative,Fence...Gate,60,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
4,Associative,Fence...Gate,50,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
5,Associative,Fence...Gate,NA,NA,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
6,Associative,Fence...Gate,55,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
7,Associative,Fence...Gate,45,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
8,Associative,Fence...Gate,80,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
9,Associative,Fence...Gate,60,0,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
10,Associative,Fence...Gate,90,NA,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
11,Associative,Fence...Gate,65,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
12,Associative,Fence...Gate,50,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
13,Associative,Fence...Gate,40,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
14,Associative,Fence...Gate,12,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
15,Associative,Fence...Gate,45,0,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
16,Associative,Fence...Gate,80,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
17,Associative,Fence...Gate,20,NA,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
18,Associative,Fence...Gate,80,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
19,Associative,Fence...Gate,50,0,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
20,Associative,Fence...Gate,95,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
21,Associative,Fence...Gate,20,NA,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
22,Associative,Fence...Gate,80,0,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
23,Associative,Fence...Gate,40,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
24,Associative,Fence...Gate,58,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
25,Associative,Fence...Gate,28,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
26,Associative,Fence...Gate,70,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
27,Associative,Fence...Gate,70,0,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
28,Associative,Fence...Gate,40,0,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
29,Associative,Fence...Gate,50,1,0.540940557,0.590565,0.094,20,5.85,5277,8.57,16.06,2.91,5,NN,2,10,4,1,1,6.28,5.05,6.05,6.03,5.69,16638,9.72,32.04,3.21,4,NN,20,39,3,1,1,5.32,5.32,5.39,6.18,12,36,40,137,153
